mobility_schema_version,scenario_id,timestamp_s,serving_gnb,user_count
1.0,sumo_coupled_00000345,18.2,gnb_1,2
1.0,sumo_coupled_00000346,18.2,gnb_2,4
1.0,sumo_coupled_00000347,18.3,gnb_1,2
1.0,sumo_coupled_00000348,18.3,gnb_2,4
1.0,sumo_coupled_00000349,18.4,gnb_1,2
1.0,sumo_coupled_00000350,18.4,gnb_2,4
1.0,sumo_coupled_00000351,18.5,gnb_1,2
1.0,sumo_coupled_00000352,18.5,gnb_2,4
1.0,sumo_coupled_00000353,18.6,gnb_1,2
1.0,sumo_coupled_00000354,18.6,gnb_2,4
1.0,sumo_coupled_00000355,18.7,gnb_1,2
1.0,sumo_coupled_00000356,18.7,gnb_2,4
1.0,sumo_coupled_00000357,18.8,gnb_1,2
1.0,sumo_coupled_00000358,18.8,gnb_2,4
1.0,sumo_coupled_00000359,18.9,gnb_1,2
1.0,sumo_coupled_00000360,18.9,gnb_2,5
1.0,sumo_coupled_00000361,19,gnb_1,2
1.0,sumo_coupled_00000362,19,gnb_2,5
1.0,sumo_coupled_00000363,19.1,gnb_1,2
1.0,sumo_coupled_00000364,19.1,gnb_2,5
1.0,sumo_coupled_00000365,19.2,gnb_1,2
1.0,sumo_coupled_00000366,19.2,gnb_2,5
1.0,sumo_coupled_00000367,19.3,gnb_1,2
1.0,sumo_coupled_00000368,19.3,gnb_2,5
1.0,sumo_coupled_00000369,19.4,gnb_1,2
1.0,sumo_coupled_00000370,19.4,gnb_2,5
1.0,sumo_coupled_00000371,19.5,gnb_1,2
1.0,sumo_coupled_00000372,19.5,gnb_2,5
1.0,sumo_coupled_00000373,19.6,gnb_1,2
1.0,sumo_coupled_00000374,19.6,gnb_2,5
1.0,sumo_coupled_00000375,19.7,gnb_1,2
1.0,sumo_coupled_00000376,19.7,gnb_2,5
1.0,sumo_coupled_00000377,19.8,gnb_1,2
1.0,sumo_coupled_00000378,19.8,gnb_2,5
1.0,sumo_coupled_00000379,19.9,gnb_1,2
1.0,sumo_coupled_00000380,19.9,gnb_2,5
1.0,sumo_coupled_00000381,20,gnb_1,2
1.0,sumo_coupled_00000382,20,gnb_2,5
1.0,sumo_coupled_00000383,20.1,gnb_1,2
1.0,sumo_coupled_00000384,20.1,gnb_2,5
1.0,sumo_coupled_00000385,20.2,gnb_1,2
1.0,sumo_coupled_00000386,20.2,gnb_2,5
1.0,sumo_coupled_00000387,20.3,gnb_1,2
1.0,sumo_coupled_00000388,20.3,gnb_2,5
1.0,sumo_coupled_00000389,20.4,gnb_1,2
1.0,sumo_coupled_00000390,20.4,gnb_2,5
1.0,sumo_coupled_00000391,20.5,gnb_1,2
1.0,sumo_coupled_00000392,20.5,gnb_2,5
1.0,sumo_coupled_00000393,20.6,gnb_1,2
1.0,sumo_coupled_00000394,20.6,gnb_2,5
1.0,sumo_coupled_00000395,20.7,gnb_1,2
1.0,sumo_coupled_00000396,20.7,gnb_2,5
