timestamp_s,ue_id,serving_gnb,wideband_cqi,previous_quality,total_rbs,rb_available,wideband_sinr_db,rsrp_dbm,rsrq_db,mcs
8.5,2,gnb_2,13.520000,1,25,7,,,,
8.5,31,gnb_1,14.760000,3,25,7,,,,
8.6,0,gnb_2,13.600000,2,25,7,,,,
8.6,1,gnb_2,13.120000,2,25,7,,,,
8.6,15,gnb_1,14.880000,3,25,7,,,,
8.6,2,gnb_2,13.520000,1,25,7,,,,
8.6,31,gnb_1,14.760000,3,25,7,,,,
8.7,0,gnb_2,13.600000,2,25,7,,,,
8.7,1,gnb_2,13.160000,2,25,7,,,,
8.7,15,gnb_1,14.880000,3,25,7,,,,
8.7,2,gnb_2,13.520000,1,25,7,,,,
8.7,31,gnb_1,14.760000,3,25,7,,,,
8.8,0,gnb_2,13.600000,2,25,7,,,,
8.8,1,gnb_2,12.960000,2,25,7,,,,
8.8,15,gnb_1,14.880000,3,25,7,,,,
8.8,2,gnb_2,13.520000,2,25,7,,,,
8.8,31,gnb_1,14.760000,3,25,7,,,,
8.9,0,gnb_2,13.600000,2,25,7,,,,
8.9,1,gnb_2,12.960000,2,25,7,,,,
8.9,15,gnb_1,14.880000,3,25,7,,,,
8.9,2,gnb_2,13.520000,2,25,7,,,,
8.9,31,gnb_1,14.800000,3,25,7,,,,
9.0,0,gnb_2,13.600000,2,25,7,,,,
9.0,1,gnb_2,12.960000,2,25,7,,,,
9.0,15,gnb_1,14.920000,3,25,7,,,,
9.0,2,gnb_2,13.520000,2,25,7,,,,
9.0,31,gnb_1,14.840000,3,25,7,,,,
9.1,0,gnb_2,13.600000,2,25,7,,,,
9.1,1,gnb_2,12.960000,2,25,7,,,,
9.1,15,gnb_1,14.920000,3,25,7,,,,
9.1,2,gnb_2,13.520000,2,25,7,,,,
9.1,31,gnb_1,14.840000,3,25,7,,,,
9.2,0,gnb_2,13.600000,2,25,7,,,,
9.2,1,gnb_2,12.960000,2,25,7,,,,
9.2,15,gnb_1,14.920000,3,25,7,,,,
9.2,2,gnb_2,13.520000,2,25,7,,,,
9.2,31,gnb_1,14.840000,3,25,7,,,,
9.3,0,gnb_2,13.600000,2,25,7,,,,
9.3,1,gnb_2,12.960000,2,25,7,,,,
9.3,15,gnb_1,14.920000,3,25,7,,,,
9.3,2,gnb_2,13.520000,2,25,7,,,,
9.3,31,gnb_1,14.840000,3,25,7,,,,
9.4,0,gnb_2,13.680000,2,25,7,,,,
9.4,1,gnb_2,12.960000,2,25,7,,,,
9.4,15,gnb_1,14.920000,3,25,7,,,,
9.4,2,gnb_2,13.520000,2,25,7,,,,
9.4,31,gnb_1,14.840000,3,25,7,,,,
9.5,0,gnb_2,13.680000,2,25,7,,,,
9.5,1,gnb_2,13.240000,2,25,7,,,,
9.5,15,gnb_1,14.920000,3,25,7,,,,
