dispersion,seed,scenario_index,method,utility,adr_kbps
low,3,0,CQI k-means,0.9412813505177416,7035.333333333333
low,3,0,CQI k-means (k-means++),0.9412813505177416,7035.333333333333
low,3,0,Resource-cost k-means,0.9343026037216757,7443.333333333333
low,3,0,Resource-cost k-means (k-means++),0.9343026037216757,7443.333333333333
low,3,0,Multi-feature k-means,0.943026037216758,6933.333333333333
low,3,0,Multi-feature k-means (k-means++),0.9428321831390895,6944.666666666667
low,3,0,CQI+resource-cost joint k-means (single clustering),0.9433222766479737,6273.333333333333
low,3,0,"CQI+resource-cost hybrid (paper method, union)",0.9412813505177416,7035.333333333333
low,3,0,CQI+cost+joint 3-way union,0.9433222766479737,6273.333333333333
low,3,1,No grouping,0.9306666666666669,7500.0
low,3,1,CQI k-means,0.9388085379287436,7024.0
low,3,1,CQI k-means (k-means++),0.9388085379287436,7024.0
low,3,1,Resource-cost k-means,0.9306666666666669,7500.0
low,3,1,Resource-cost k-means (k-means++),0.9314420829773408,7454.666666666667
low,3,1,Multi-feature k-means,0.9446241602587983,6684.0
low,3,1,Multi-feature k-means (k-means++),0.9444303061811297,6695.333333333333
low,3,1,CQI+resource-cost joint k-means (single clustering),0.9320236452103463,7420.666666666667
low,3,1,"CQI+resource-cost hybrid (paper method, union)",0.9388085379287436,7024.0
low,3,1,CQI+cost+joint 3-way union,0.9388085379287436,7024.0
low,3,2,No grouping,0.9420000000000001,7500.0
low,3,2,CQI k-means,0.9588653047571586,6514.0
low,3,2,CQI k-means (k-means++),0.9588653047571586,6514.0
low,3,2,Resource-cost k-means,0.942775416310674,7454.666666666667
low,3,2,Resource-cost k-means (k-means++),0.942775416310674,7454.666666666667
low,3,2,Multi-feature k-means,0.9514988498057562,6944.666666666667
low,3,2,Multi-feature k-means (k-means++),0.9514988498057562,6944.666666666667
low,3,2,CQI+resource-cost joint k-means (single clustering),0.9551067189762752,6476.666666666667
low,3,2,"CQI+resource-cost hybrid (paper method, union)",0.9588653047571586,6514.0
low,3,2,CQI+cost+joint 3-way union,0.9588653047571586,6514.0
low,3,3,No grouping,0.9273333333333335,7500.0
low,3,3,CQI k-means,0.9368321831390897,6944.666666666667
low,3,3,CQI k-means (k-means++),0.9368321831390897,6944.666666666667
low,3,3,Resource-cost k-means,0.9300472904206922,7341.333333333333
low,3,3,Resource-cost k-means (k-means++),0.9300472904206922,7341.333333333333
low,3,3,Multi-feature k-means,0.9345059342070677,7080.666666666667
low,3,3,Multi-feature k-means (k-means++),0.9346997882847362,7069.333333333333
low,3,3,CQI+resource-cost joint k-means (single clustering),0.9300472904206922,7341.333333333333
low,3,3,"CQI+resource-cost hybrid (paper method, union)",0.9368321831390897,6944.666666666667
low,3,3,CQI+cost+joint 3-way union,0.9368321831390897,6944.666666666667
low,3,4,No grouping,0.9280000000000003,7500.0
low,3,4,CQI k-means,0.9382742661164302,6899.333333333333
low,3,4,CQI k-means (k-means++),0.9382742661164302,6899.333333333333
low,3,4,Resource-cost k-means,0.9311016652426959,7318.666666666667
low,3,4,Resource-cost k-means (k-means++),0.9311016652426959,7318.666666666667
low,3,4,Multi-feature k-means,0.9411820772814574,6729.333333333333
low,3,4,Multi-feature k-means (k-means++),0.940988223203789,6740.666666666667
low,3,4,CQI+resource-cost joint k-means (single clustering),0.9312955193203645,7307.333333333333
low,3,4,"CQI+resource-cost hybrid (paper method, union)",0.9382742661164302,6899.333333333333
low,3,4,CQI+cost+joint 3-way union,0.9382742661164302,6899.333333333333
low,3,5,No grouping,0.9346666666666668,7500.0
low,3,5,CQI k-means,0.9536643662781789,6389.333333333333
low,3,5,CQI k-means (k-means++),0.9536643662781789,6389.333333333333
low,3,5,Resource-cost k-means,0.9356359370550092,7443.333333333333
low,3,5,Resource-cost k-means (k-means++),0.9356359370550092,7443.333333333333
low,3,5,Multi-feature k-means,0.9493995765694719,6638.666666666667
low,3,5,Multi-feature k-means (k-means++),0.9493995765694719,6638.666666666667
low,3,5,CQI+resource-cost joint k-means (single clustering),0.9356359370550092,7443.333333333333
low,3,5,"CQI+resource-cost hybrid (paper method, union)",0.9536643662781789,6389.333333333333
low,3,5,CQI+cost+joint 3-way union,0.9536643662781789,6389.333333333333
low,3,6,No grouping,0.9306666666666669,7500.0
low,3,6,CQI k-means,0.9386146838510752,7035.333333333333
low,3,6,CQI k-means (k-means++),0.9386146838510752,7035.333333333333
low,3,6,Resource-cost k-means,0.9318297911326777,7432.0
low,3,6,Resource-cost k-means (k-means++),0.9318297911326777,7432.0
low,3,6,Multi-feature k-means,0.9440425980257927,6718.0
low,3,6,Multi-feature k-means (k-means++),0.9440425980257927,6718.0
low,3,6,CQI+resource-cost joint k-means (single clustering),0.9318297911326777,7432.0
low,3,6,"CQI+resource-cost hybrid (paper method, union)",0.9386146838510752,7035.333333333333
low,3,6,CQI+cost+joint 3-way union,0.9386146838510752,7035.333333333333
low,3,7,No grouping,0.9333333333333336,7500.0
low,3,7,CQI k-means,0.9410874964400732,7046.666666666667
low,3,7,CQI k-means (k-means++),0.9410874964400732,7046.666666666667
low,3,7,Resource-cost k-means,0.9352718741100183,7386.666666666667
low,3,7,Resource-cost k-means (k-means++),0.9352718741100183,7386.666666666667
low,3,7,Multi-feature k-means,0.943801453527432,6888.0
low,3,7,Multi-feature k-means (k-means++),0.943801453527432,6888.0
low,3,7,CQI+resource-cost joint k-means (single clustering),0.9352718741100183,7386.666666666667
low,3,7,"CQI+resource-cost hybrid (paper method, union)",0.9410874964400732,7046.666666666667
low,3,7,CQI+cost+joint 3-way union,0.9410874964400732,7046.666666666667
low,3,8,No grouping,0.9333333333333336,7500.0
low,3,8,CQI k-means,0.9410874964400732,7046.666666666667
low,3,8,CQI k-means (k-means++),0.9410874964400732,7046.666666666667
low,3,8,Resource-cost k-means,0.9343026037216757,7443.333333333333
low,3,8,Resource-cost k-means (k-means++),0.9343026037216757,7443.333333333333
low,3,8,Multi-feature k-means,0.9457399943041167,6774.666666666667
low,3,8,Multi-feature k-means (k-means++),0.9457399943041167,6774.666666666667
low,3,8,CQI+resource-cost joint k-means (single clustering),0.9425824630131969,6266.0
low,3,8,"CQI+resource-cost hybrid (paper method, union)",0.9410874964400732,7046.666666666667
low,3,8,CQI+cost+joint 3-way union,0.9425824630131969,6266.0
low,3,9,No grouping,0.9353333333333336,7500.0
low,3,9,CQI k-means,0.9438629127507471,7001.333333333333
low,3,9,CQI k-means (k-means++),0.9438629127507471,7001.333333333333
low,3,9,Resource-cost k-means,0.9374657281876868,7375.333333333333
low,3,9,Resource-cost k-means (k-means++),0.9374657281876868,7375.333333333333
low,3,9,Multi-feature k-means,0.9463830157604375,6854.0
low,3,9,Multi-feature k-means (k-means++),0.9463830157604375,6854.0
low,3,9,CQI+resource-cost joint k-means (single clustering),0.9374657281876868,7375.333333333333
low,3,9,"CQI+resource-cost hybrid (paper method, union)",0.9438629127507471,7001.333333333333
low,3,9,CQI+cost+joint 3-way union,0.9438629127507471,7001.333333333333
low,3,10,No grouping,0.9286666666666668,7500.0
low,3,10,CQI k-means,0.9387470787054284,6910.666666666667
low,3,10,CQI k-means (k-means++),0.9387470787054284,6910.666666666667
low,3,10,Resource-cost k-means,0.9311867696763572,7352.666666666667
low,3,10,Resource-cost k-means (k-means++),0.9311867696763572,7352.666666666667
low,3,10,Multi-feature k-means,0.9399102031714393,6842.666666666667
low,3,10,Multi-feature k-means (k-means++),0.938940932783097,6899.333333333333
low,3,10,CQI+resource-cost joint k-means (single clustering),0.9311867696763572,7352.666666666667
low,3,10,"CQI+resource-cost hybrid (paper method, union)",0.9387470787054284,6910.666666666667
low,3,10,CQI+cost+joint 3-way union,0.9387470787054284,6910.666666666667
low,3,11,No grouping,0.9373333333333335,7500.0
low,3,11,CQI k-means,0.9454752045954101,7024.0
low,3,11,CQI k-means (k-means++),0.9454752045954101,7024.0
low,3,11,Resource-cost k-means,0.9379148955663389,7466.0
low,3,11,Resource-cost k-means (k-means++),0.9379148955663389,7466.0
low,3,11,Multi-feature k-means,0.9493522861487801,6797.333333333333
low,3,11,Multi-feature k-means (k-means++),0.9493522861487801,6797.333333333333
low,3,11,CQI+resource-cost joint k-means (single clustering),0.9510572172185112,6390.0
low,3,11,"CQI+resource-cost hybrid (paper method, union)",0.9454752045954101,7024.0
low,3,11,CQI+cost+joint 3-way union,0.9510572172185112,6390.0
low,3,12,No grouping,0.9326666666666669,7500.0
low,3,12,CQI k-means,0.9394515593850641,7103.333333333333
low,3,12,CQI k-means (k-means++),0.9394515593850641,7103.333333333333
low,3,12,Resource-cost k-means,0.9344113533656833,7398.0
low,3,12,Resource-cost k-means (k-means++),0.9344113533656833,7398.0
low,3,12,Multi-feature k-means,0.9444917654044448,6808.666666666667
low,3,12,Multi-feature k-means (k-means++),0.9441040572491078,6831.333333333333
low,3,12,CQI+resource-cost joint k-means (single clustering),0.9353322924972087,6187.333333333333
low,3,12,"CQI+resource-cost hybrid (paper method, union)",0.9394515593850641,7103.333333333333
low,3,12,CQI+cost+joint 3-way union,0.9394515593850641,7103.333333333333
low,3,13,No grouping,0.9313333333333335,7500.0
low,3,13,CQI k-means,0.9406383290614212,6956.0
low,3,13,CQI k-means (k-means++),0.9406383290614212,6956.0
low,3,13,Resource-cost k-means,0.9313333333333335,7500.0
low,3,13,Resource-cost k-means (k-means++),0.9324964577993444,7432.0
low,3,13,Multi-feature k-means,0.9439338483817854,6763.333333333333
low,3,13,Multi-feature k-means (k-means++),0.9439338483817854,6763.333333333333
low,3,13,CQI+resource-cost joint k-means (single clustering),0.9363337837234296,6900.0
low,3,13,"CQI+resource-cost hybrid (paper method, union)",0.9406383290614212,6956.0
low,3,13,CQI+cost+joint 3-way union,0.9406383290614212,6956.0
low,3,14,No grouping,0.9286666666666668,7500.0
low,3,14,CQI k-means,0.9356454134627327,7092.0
low,3,14,CQI k-means (k-means++),0.9356454134627327,7092.0
low,3,14,Resource-cost k-means,0.9286666666666668,7500.0
low,3,14,Resource-cost k-means (k-means++),0.9296359370550094,7443.333333333333
low,3,14,Multi-feature k-means,0.9387470787054284,6910.666666666667
low,3,14,Multi-feature k-means (k-means++),0.9387470787054284,6910.666666666667
low,3,14,CQI+resource-cost joint k-means (single clustering),0.9411520677806514,6205.333333333333
low,3,14,"CQI+resource-cost hybrid (paper method, union)",0.9356454134627327,7092.0
low,3,14,CQI+cost+joint 3-way union,0.9411520677806514,6205.333333333333
low,3,15,No grouping,0.9360000000000003,7500.0
low,3,15,CQI k-means,0.9439480171844084,7035.333333333333
low,3,15,CQI k-means (k-means++),0.9439480171844084,7035.333333333333
low,3,15,Resource-cost k-means,0.9360000000000003,7500.0
low,3,15,Resource-cost k-means (k-means++),0.9365815622330056,7466.0
low,3,15,Multi-feature k-means,0.9474373905824413,6831.333333333333
low,3,15,Multi-feature k-means (k-means++),0.9474373905824413,6831.333333333333
low,3,15,CQI+resource-cost joint k-means (single clustering),0.9501115920405149,6367.333333333333
low,3,15,"CQI+resource-cost hybrid (paper method, union)",0.9439480171844084,7035.333333333333
low,3,15,CQI+cost+joint 3-way union,0.9501115920405149,6367.333333333333
low,3,16,No grouping,0.9233333333333337,7500.0
low,3,16,CQI k-means,0.9322506209060842,6978.666666666667
low,3,16,CQI k-means (k-means++),0.9322506209060842,6978.666666666667
low,3,16,Resource-cost k-means,0.9241087496440075,7454.666666666667
low,3,16,Resource-cost k-means (k-means++),0.9250780200323501,7398.0
low,3,16,Multi-feature k-means,0.9341891616827691,6865.333333333333
low,3,16,Multi-feature k-means (k-means++),0.9341891616827691,6865.333333333333
low,3,16,CQI+resource-cost joint k-means (single clustering),0.9250780200323501,7398.0
low,3,16,"CQI+resource-cost hybrid (paper method, union)",0.9322506209060842,6978.666666666667
low,3,16,CQI+cost+joint 3-way union,0.9322506209060842,6978.666666666667
low,3,17,No grouping,0.9340000000000004,7500.0
low,3,17,CQI k-means,0.9409787467960659,7092.0
low,3,17,CQI k-means (k-means++),0.9409787467960659,7092.0
low,3,17,Resource-cost k-means,0.9340000000000004,7500.0
low,3,17,Resource-cost k-means (k-means++),0.9349692703883425,7443.333333333333
low,3,17,Multi-feature k-means,0.9481513476698001,6672.666666666667
low,3,17,Multi-feature k-means (k-means++),0.9481513476698001,6672.666666666667
low,3,17,CQI+resource-cost joint k-means (single clustering),0.9437950892369721,6284.666666666667
low,3,17,"CQI+resource-cost hybrid (paper method, union)",0.9409787467960659,7092.0
low,3,17,CQI+cost+joint 3-way union,0.9437950892369721,6284.666666666667
low,3,18,No grouping,0.9366666666666669,7500.0
low,3,18,CQI k-means,0.94267614307439,7148.666666666667
low,3,18,CQI k-means (k-means++),0.94267614307439,7148.666666666667
low,3,18,Resource-cost k-means,0.9380236452103463,7420.666666666667
low,3,18,Resource-cost k-means (k-means++),0.9380236452103463,7420.666666666667
low,3,18,Multi-feature k-means,0.9436454134627326,7092.0
low,3,18,Multi-feature k-means (k-means++),0.9436454134627326,7092.0
low,3,18,CQI+resource-cost joint k-means (single clustering),0.9430672330677461,6304.0
low,3,18,"CQI+resource-cost hybrid (paper method, union)",0.94267614307439,7148.666666666667
low,3,18,CQI+cost+joint 3-way union,0.9430672330677461,6304.0
low,3,19,No grouping,0.9300000000000004,7500.0
low,3,19,CQI k-means,0.9393049957280878,6956.0
low,3,19,CQI k-means (k-means++),0.9393049957280878,6956.0
low,3,19,Resource-cost k-means,0.9317446866990167,7398.0
low,3,19,Resource-cost k-means (k-means++),0.9317446866990167,7398.0
low,3,19,Multi-feature k-means,0.9416312446601097,6820.0
low,3,19,Multi-feature k-means (k-means++),0.9416312446601097,6820.0
low,3,19,CQI+resource-cost joint k-means (single clustering),0.9301938540776687,7488.666666666667
low,3,19,"CQI+resource-cost hybrid (paper method, union)",0.9393049957280878,6956.0
low,3,19,CQI+cost+joint 3-way union,0.9393049957280878,6956.0
low,4,0,No grouping,0.9306666666666669,7500.0
low,4,0,CQI k-means,0.9508274907441898,6321.333333333333
low,4,0,CQI k-means (k-means++),0.9508274907441898,6321.333333333333
low,4,0,Resource-cost k-means,0.9310543748220037,7477.333333333333
low,4,0,Resource-cost k-means (k-means++),0.9316359370550092,7443.333333333333
low,4,0,Multi-feature k-means,0.9397260952222499,6635.333333333333
low,4,0,Multi-feature k-means (k-means++),0.9397260952222499,6635.333333333333
low,4,0,CQI+resource-cost joint k-means (single clustering),0.9316359370550092,7443.333333333333
low,4,0,"CQI+resource-cost hybrid (paper method, union)",0.9508274907441898,6321.333333333333
low,4,0,CQI+cost+joint 3-way union,0.9508274907441898,6321.333333333333
low,4,1,No grouping,0.9293333333333336,7500.0
low,4,1,CQI k-means,0.9498818655661933,6298.666666666667
low,4,1,CQI k-means (k-means++),0.9388321831390897,6944.666666666667
low,4,1,Resource-cost k-means,0.9293333333333336,7500.0
low,4,1,Resource-cost k-means (k-means++),0.9304964577993443,7432.0
low,4,1,Multi-feature k-means,0.9423215565371226,6740.666666666667
low,4,1,Multi-feature k-means (k-means++),0.9423215565371226,6740.666666666667
low,4,1,CQI+resource-cost joint k-means (single clustering),0.9367268153331014,6168.0
low,4,1,"CQI+resource-cost hybrid (paper method, union)",0.9388321831390897,6944.666666666667
low,4,1,CQI+cost+joint 3-way union,0.9388321831390897,6944.666666666667
low,4,2,No grouping,0.9393333333333336,7500.0
low,4,2,CQI k-means,0.9468936423624048,7058.0
low,4,2,CQI k-means (k-means++),0.9468936423624048,7058.0
low,4,2,Resource-cost k-means,0.9412718741100184,7386.666666666667
low,4,2,Resource-cost k-means (k-means++),0.9412718741100184,7386.666666666667
low,4,2,Multi-feature k-means,0.9480567668284158,6990.0
low,4,2,Multi-feature k-means (k-means++),0.9478629127507471,7001.333333333333
low,4,2,CQI+resource-cost joint k-means (single clustering),0.9412718741100184,7386.666666666667
low,4,2,"CQI+resource-cost hybrid (paper method, union)",0.9468936423624048,7058.0
low,4,2,CQI+cost+joint 3-way union,0.9468936423624048,7058.0
low,4,3,No grouping,0.9333333333333337,7500.0
low,4,3,CQI k-means,0.9408936423624048,7058.0
low,4,3,CQI k-means (k-means++),0.9408936423624048,7058.0
low,4,3,Resource-cost k-means,0.9344964577993444,7432.0
low,4,3,Resource-cost k-means (k-means++),0.9344964577993444,7432.0
low,4,3,Multi-feature k-means,0.9422506209060842,6978.666666666667
low,4,3,Multi-feature k-means (k-means++),0.9424444749837528,6967.333333333333
low,4,3,CQI+resource-cost joint k-means (single clustering),0.9344964577993444,7432.0
low,4,3,"CQI+resource-cost hybrid (paper method, union)",0.9408936423624048,7058.0
low,4,3,CQI+cost+joint 3-way union,0.9408936423624048,7058.0
low,4,4,No grouping,0.9333333333333336,7500.0
low,4,4,CQI k-means,0.9418629127507472,7001.333333333333
low,4,4,CQI k-means (k-means++),0.9418629127507472,7001.333333333333
low,4,4,Resource-cost k-means,0.9337210414886704,7477.333333333333
low,4,4,Resource-cost k-means (k-means++),0.9344964577993444,7432.0
low,4,4,Multi-feature k-means,0.944576869838106,6842.666666666667
low,4,4,Multi-feature k-means (k-means++),0.9462461982319401,6488.0
low,4,4,CQI+resource-cost joint k-means (single clustering),0.9344964577993444,7432.0
low,4,4,"CQI+resource-cost hybrid (paper method, union)",0.9418629127507472,7001.333333333333
low,4,4,CQI+cost+joint 3-way union,0.9418629127507472,7001.333333333333
