dispersion,seed,scenario_index,method,objective,adr_kbps,log_utility
low,3,12,Multi-feature k-means,log-utility,6808.666666666667,0.9444917654044448
low,3,12,No grouping,ADR,7500.0,0.9326666666666669
low,3,12,CQI k-means,ADR,7500.0,0.9326666666666669
low,3,12,Resource-cost k-means,ADR,7500.0,0.9326666666666669
low,3,12,Multi-feature k-means,ADR,7500.0,0.9326666666666669
low,3,13,No grouping,log-utility,7500.0,0.9313333333333335
low,3,13,CQI k-means,log-utility,6956.0,0.9406383290614212
low,3,13,Resource-cost k-means,log-utility,7500.0,0.9313333333333335
low,3,13,Multi-feature k-means,log-utility,6763.333333333333,0.9439338483817854
low,3,13,No grouping,ADR,7500.0,0.9313333333333335
low,3,13,CQI k-means,ADR,7500.0,0.9313333333333335
low,3,13,Resource-cost k-means,ADR,7500.0,0.9313333333333335
low,3,13,Multi-feature k-means,ADR,7500.0,0.9313333333333335
low,3,14,No grouping,log-utility,7500.0,0.9286666666666668
low,3,14,CQI k-means,log-utility,7092.0,0.9356454134627327
low,3,14,Resource-cost k-means,log-utility,7500.0,0.9286666666666668
low,3,14,Multi-feature k-means,log-utility,6910.666666666667,0.9387470787054284
low,3,14,No grouping,ADR,7500.0,0.9286666666666668
low,3,14,CQI k-means,ADR,7500.0,0.9286666666666668
low,3,14,Resource-cost k-means,ADR,7500.0,0.9286666666666668
low,3,14,Multi-feature k-means,ADR,7500.0,0.9286666666666668
low,3,15,No grouping,log-utility,7500.0,0.9360000000000003
low,3,15,CQI k-means,log-utility,7035.333333333333,0.9439480171844084
low,3,15,Resource-cost k-means,log-utility,7500.0,0.9360000000000003
low,3,15,Multi-feature k-means,log-utility,6831.333333333333,0.9474373905824413
low,3,15,No grouping,ADR,7500.0,0.9360000000000003
low,3,15,CQI k-means,ADR,7500.0,0.9360000000000003
low,3,15,Resource-cost k-means,ADR,7500.0,0.9360000000000003
low,3,15,Multi-feature k-means,ADR,7500.0,0.9360000000000003
low,3,16,No grouping,log-utility,7500.0,0.9233333333333337
low,3,16,CQI k-means,log-utility,6978.666666666667,0.9322506209060842
low,3,16,Resource-cost k-means,log-utility,7454.666666666667,0.9241087496440075
low,3,16,Multi-feature k-means,log-utility,6865.333333333333,0.9341891616827691
low,3,16,No grouping,ADR,7500.0,0.9233333333333337
low,3,16,CQI k-means,ADR,7500.0,0.9233333333333337
low,3,16,Resource-cost k-means,ADR,7500.0,0.9233333333333337
low,3,16,Multi-feature k-means,ADR,7500.0,0.9233333333333337
low,3,17,No grouping,log-utility,7500.0,0.9340000000000004
low,3,17,CQI k-means,log-utility,7092.0,0.9409787467960659
low,3,17,Resource-cost k-means,log-utility,7500.0,0.9340000000000004
low,3,17,Multi-feature k-means,log-utility,6672.666666666667,0.9481513476698001
low,3,17,No grouping,ADR,7500.0,0.9340000000000004
low,3,17,CQI k-means,ADR,7500.0,0.9340000000000004
low,3,17,Resource-cost k-means,ADR,7500.0,0.9340000000000004
low,3,17,Multi-feature k-means,ADR,7500.0,0.9340000000000004
low,3,18,No grouping,log-utility,7500.0,0.9366666666666669
low,3,18,CQI k-means,log-utility,7148.666666666667,0.94267614307439
low,3,18,Resource-cost k-means,log-utility,7420.666666666667,0.9380236452103463
low,3,18,Multi-feature k-means,log-utility,7092.0,0.9436454134627326
low,3,18,No grouping,ADR,7500.0,0.9366666666666669
low,3,18,CQI k-means,ADR,7500.0,0.9366666666666669
low,3,18,Resource-cost k-means,ADR,7500.0,0.9366666666666669
low,3,18,Multi-feature k-means,ADR,7500.0,0.9366666666666669
low,3,19,No grouping,log-utility,7500.0,0.9300000000000004
low,3,19,CQI k-means,log-utility,6956.0,0.9393049957280878
low,3,19,Resource-cost k-means,log-utility,7398.0,0.9317446866990167
low,3,19,Multi-feature k-means,log-utility,6820.0,0.9416312446601097
low,3,19,No grouping,ADR,7500.0,0.9300000000000004
low,3,19,CQI k-means,ADR,7500.0,0.9300000000000004
low,3,19,Resource-cost k-means,ADR,7500.0,0.9300000000000004
low,3,19,Multi-feature k-means,ADR,7500.0,0.9300000000000004
low,4,0,No grouping,log-utility,7500.0,0.9306666666666669
low,4,0,CQI k-means,log-utility,6321.333333333333,0.9508274907441898
low,4,0,Resource-cost k-means,log-utility,7477.333333333333,0.9310543748220037
low,4,0,Multi-feature k-means,log-utility,6635.333333333333,0.9397260952222499
low,4,0,No grouping,ADR,7500.0,0.9306666666666669
low,4,0,CQI k-means,ADR,7500.0,0.9306666666666669
low,4,0,Resource-cost k-means,ADR,7500.0,0.9306666666666669
low,4,0,Multi-feature k-means,ADR,7500.0,0.9306666666666669
low,4,1,No grouping,log-utility,7500.0,0.9293333333333336
low,4,1,CQI k-means,log-utility,6298.666666666667,0.9498818655661933
low,4,1,Resource-cost k-means,log-utility,7500.0,0.9293333333333336
low,4,1,Multi-feature k-means,log-utility,6740.666666666667,0.9423215565371226
low,4,1,No grouping,ADR,7500.0,0.9293333333333336
low,4,1,CQI k-means,ADR,7500.0,0.9293333333333336
low,4,1,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,4,1,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,4,2,No grouping,log-utility,7500.0,0.9393333333333336
low,4,2,CQI k-means,log-utility,7058.0,0.9468936423624048
low,4,2,Resource-cost k-means,log-utility,7386.666666666667,0.9412718741100184
low,4,2,Multi-feature k-means,log-utility,6990.0,0.9480567668284158
low,4,2,No grouping,ADR,7500.0,0.9393333333333336
low,4,2,CQI k-means,ADR,7500.0,0.9393333333333336
low,4,2,Resource-cost k-means,ADR,7500.0,0.9393333333333336
low,4,2,Multi-feature k-means,ADR,7500.0,0.9393333333333336
low,4,3,No grouping,log-utility,7500.0,0.9333333333333337
low,4,3,CQI k-means,log-utility,7058.0,0.9408936423624048
low,4,3,Resource-cost k-means,log-utility,7432.0,0.9344964577993444
low,4,3,Multi-feature k-means,log-utility,6978.666666666667,0.9422506209060842
low,4,3,No grouping,ADR,7500.0,0.9333333333333337
low,4,3,CQI k-means,ADR,7500.0,0.9333333333333337
low,4,3,Resource-cost k-means,ADR,7500.0,0.9333333333333337
low,4,3,Multi-feature k-means,ADR,7500.0,0.9333333333333337
low,4,4,No grouping,log-utility,7500.0,0.9333333333333336
low,4,4,CQI k-means,log-utility,7001.333333333333,0.9418629127507472
low,4,4,Resource-cost k-means,log-utility,7477.333333333333,0.9337210414886704
low,4,4,Multi-feature k-means,log-utility,6842.666666666667,0.944576869838106
low,4,4,No grouping,ADR,7500.0,0.9333333333333336
low,4,4,CQI k-means,ADR,7500.0,0.9333333333333336
low,4,4,Resource-cost k-means,ADR,7500.0,0.9333333333333336
low,4,4,Multi-feature k-means,ADR,7500.0,0.9333333333333336
low,4,5,No grouping,log-utility,7500.0,0.9406666666666669
low,4,5,CQI k-means,log-utility,6491.333333333333,0.9579196795791624
low,4,5,Resource-cost k-means,log-utility,7443.333333333333,0.941635937055009
low,4,5,Multi-feature k-means,log-utility,6729.333333333333,0.9538487439481241
low,4,5,No grouping,ADR,7500.0,0.9406666666666669
low,4,5,CQI k-means,ADR,7500.0,0.9406666666666669
low,4,5,Resource-cost k-means,ADR,7500.0,0.9406666666666669
low,4,5,Multi-feature k-means,ADR,7500.0,0.9406666666666669
low,4,6,No grouping,log-utility,7500.0,0.9340000000000002
low,4,6,CQI k-means,log-utility,7069.333333333333,0.9413664549514029
low,4,6,Resource-cost k-means,log-utility,7500.0,0.9340000000000002
low,4,6,Multi-feature k-means,log-utility,6831.333333333333,0.9454373905824411
low,4,6,No grouping,ADR,7500.0,0.9340000000000002
low,4,6,CQI k-means,ADR,7500.0,0.9340000000000002
low,4,6,Resource-cost k-means,ADR,7500.0,0.9340000000000002
low,4,6,Multi-feature k-means,ADR,7500.0,0.9340000000000002
low,4,7,No grouping,log-utility,7500.0,0.9333333333333336
low,4,7,CQI k-means,log-utility,6922.0,0.9432198912944265
low,4,7,Resource-cost k-means,log-utility,7364.0,0.9356595822653553
low,4,7,Multi-feature k-means,log-utility,6604.666666666667,0.9486478054691441
low,4,7,No grouping,ADR,7500.0,0.9333333333333336
low,4,7,CQI k-means,ADR,7500.0,0.9333333333333336
low,4,7,Resource-cost k-means,ADR,7500.0,0.9333333333333336
low,4,7,Multi-feature k-means,ADR,7500.0,0.9333333333333336
low,4,8,No grouping,log-utility,7500.0,0.9326666666666669
low,4,8,CQI k-means,log-utility,7046.666666666667,0.9404208297734067
low,4,8,Resource-cost k-means,log-utility,7432.0,0.9338297911326776
low,4,8,Multi-feature k-means,log-utility,6820.0,0.9442979113267764
low,4,8,No grouping,ADR,7500.0,0.9326666666666669
low,4,8,CQI k-means,ADR,7500.0,0.9326666666666669
low,4,8,Resource-cost k-means,ADR,7500.0,0.9326666666666669
low,4,8,Multi-feature k-means,ADR,7500.0,0.9326666666666669
low,4,9,No grouping,log-utility,7500.0,0.9300000000000002
low,4,9,CQI k-means,log-utility,6933.333333333333,0.9396927038834249
low,4,9,Resource-cost k-means,log-utility,7432.0,0.9311631244660109
low,4,9,Multi-feature k-means,log-utility,6774.666666666667,0.9424066609707836
low,4,9,No grouping,ADR,7500.0,0.9300000000000002
low,4,9,CQI k-means,ADR,7500.0,0.9300000000000002
low,4,9,Resource-cost k-means,ADR,7500.0,0.9300000000000002
low,4,9,Multi-feature k-means,ADR,7500.0,0.9300000000000002
low,4,10,No grouping,log-utility,7500.0,0.9280000000000003
low,4,10,CQI k-means,log-utility,6888.0,0.9384681201940986
low,4,10,Resource-cost k-means,log-utility,7500.0,0.9280000000000003
low,4,10,Multi-feature k-means,log-utility,6831.333333333333,0.9394373905824412
low,4,10,No grouping,ADR,7500.0,0.9280000000000003
low,4,10,CQI k-means,ADR,7500.0,0.9280000000000003
low,4,10,Resource-cost k-means,ADR,7500.0,0.9280000000000003
low,4,10,Multi-feature k-means,ADR,7500.0,0.9280000000000003
low,4,11,No grouping,log-utility,7500.0,0.9313333333333335
low,4,11,CQI k-means,log-utility,7069.333333333333,0.9386997882847362
low,4,11,Resource-cost k-means,log-utility,7500.0,0.9313333333333335
low,4,11,Multi-feature k-means,log-utility,7001.333333333333,0.9398629127507472
low,4,11,No grouping,ADR,7500.0,0.9313333333333335
low,4,11,CQI k-means,ADR,7500.0,0.9313333333333335
low,4,11,Resource-cost k-means,ADR,7500.0,0.9313333333333335
low,4,11,Multi-feature k-means,ADR,7500.0,0.9313333333333335
low,4,12,No grouping,log-utility,7500.0,0.9366666666666669
low,4,12,CQI k-means,log-utility,7001.333333333333,0.9451962460840806
low,4,12,Resource-cost k-means,log-utility,7409.333333333333,0.9382174992880149
low,4,12,Multi-feature k-means,log-utility,7012.666666666667,0.945002392006412
low,4,12,No grouping,ADR,7500.0,0.9366666666666669
low,4,12,CQI k-means,ADR,7500.0,0.9366666666666669
low,4,12,Resource-cost k-means,ADR,7500.0,0.9366666666666669
low,4,12,Multi-feature k-means,ADR,7500.0,0.9366666666666669
low,4,13,No grouping,log-utility,7500.0,0.9406666666666669
low,4,13,CQI k-means,log-utility,6990.0,0.9493901001617489
low,4,13,Resource-cost k-means,log-utility,7432.0,0.9418297911326776
low,4,13,Multi-feature k-means,log-utility,6876.666666666667,0.9499953076051006
low,4,13,No grouping,ADR,7500.0,0.9406666666666669
low,4,13,CQI k-means,ADR,7500.0,0.9406666666666669
low,4,13,Resource-cost k-means,ADR,7500.0,0.9406666666666669
low,4,13,Multi-feature k-means,ADR,7500.0,0.9406666666666669
low,4,14,No grouping,log-utility,7500.0,0.9373333333333337
low,4,14,CQI k-means,log-utility,7092.0,0.9443120801293992
low,4,14,Resource-cost k-means,log-utility,7398.0,0.9390780200323502
low,4,14,Multi-feature k-means,log-utility,7398.0,0.9390780200323502
low,4,14,No grouping,ADR,7500.0,0.9373333333333337
low,4,14,CQI k-means,ADR,7500.0,0.9373333333333337
low,4,14,Resource-cost k-means,ADR,7500.0,0.9373333333333337
low,4,14,Multi-feature k-means,ADR,7500.0,0.9373333333333337
low,4,15,No grouping,log-utility,7500.0,0.9393333333333336
low,4,15,CQI k-means,log-utility,7092.0,0.9463120801293993
low,4,15,Resource-cost k-means,log-utility,7500.0,0.9393333333333336
low,4,15,Multi-feature k-means,log-utility,6842.666666666667,0.9505768698381061
low,4,15,No grouping,ADR,7500.0,0.9393333333333336
low,4,15,CQI k-means,ADR,7500.0,0.9393333333333336
low,4,15,Resource-cost k-means,ADR,7500.0,0.9393333333333336
low,4,15,Multi-feature k-means,ADR,7500.0,0.9393333333333336
low,4,16,No grouping,log-utility,7500.0,0.9280000000000003
low,4,16,CQI k-means,log-utility,6287.333333333333,0.9487423863105285
low,4,16,Resource-cost k-means,log-utility,7409.333333333333,0.9295508326213481
low,4,16,Multi-feature k-means,log-utility,6922.0,0.9378865579610933
low,4,16,No grouping,ADR,7500.0,0.9280000000000003
low,4,16,CQI k-means,ADR,7500.0,0.9280000000000003
low,4,16,Resource-cost k-means,ADR,7500.0,0.9280000000000003
low,4,16,Multi-feature k-means,ADR,7500.0,0.9280000000000003
low,4,17,No grouping,log-utility,7500.0,0.9360000000000003
low,4,17,CQI k-means,log-utility,7092.0,0.942978746796066
low,4,17,Resource-cost k-means,log-utility,7398.0,0.9377446866990166
low,4,17,Multi-feature k-means,log-utility,6944.666666666667,0.9454988498057564
low,4,17,No grouping,ADR,7500.0,0.9360000000000003
low,4,17,CQI k-means,ADR,7500.0,0.9360000000000003
low,4,17,Resource-cost k-means,ADR,7500.0,0.9360000000000003
low,4,17,Multi-feature k-means,ADR,7500.0,0.9360000000000003
low,4,18,No grouping,log-utility,7500.0,0.9380000000000003
low,4,18,CQI k-means,log-utility,7103.333333333333,0.9447848927183973
low,4,18,Resource-cost k-means,log-utility,7420.666666666667,0.9393569785436798
low,4,18,Multi-feature k-means,log-utility,6922.0,0.9478865579610931
low,4,18,No grouping,ADR,7500.0,0.9380000000000003
low,4,18,CQI k-means,ADR,7500.0,0.9380000000000003
low,4,18,Resource-cost k-means,ADR,7500.0,0.9380000000000003
low,4,18,Multi-feature k-means,ADR,7500.0,0.9380000000000003
low,4,19,No grouping,log-utility,7500.0,0.9366666666666666
low,4,19,CQI k-means,log-utility,7024.0,0.9448085379287435
low,4,19,Resource-cost k-means,log-utility,7386.666666666667,0.9386052074433517
low,4,19,Multi-feature k-means,log-utility,6956.0,0.9459716623947543
low,4,19,No grouping,ADR,7500.0,0.9366666666666666
low,4,19,CQI k-means,ADR,7500.0,0.9366666666666666
low,4,19,Resource-cost k-means,ADR,7500.0,0.9366666666666666
low,4,19,Multi-feature k-means,ADR,7500.0,0.9366666666666666
low,5,0,No grouping,log-utility,7500.0,0.9306666666666669
low,5,0,CQI k-means,log-utility,7024.0,0.9388085379287436
low,5,0,Resource-cost k-means,log-utility,7409.333333333333,0.9322174992880148
low,5,0,Multi-feature k-means,log-utility,6876.666666666667,0.941328640938434
low,5,0,No grouping,ADR,7500.0,0.9306666666666669
low,5,0,CQI k-means,ADR,7500.0,0.9306666666666669
low,5,0,Resource-cost k-means,ADR,7500.0,0.9306666666666669
low,5,0,Multi-feature k-means,ADR,7500.0,0.9306666666666669
low,5,1,No grouping,log-utility,7500.0,0.9333333333333337
low,5,1,CQI k-means,log-utility,7046.666666666667,0.9410874964400732
low,5,1,Resource-cost k-means,log-utility,7432.0,0.9344964577993444
low,5,1,Multi-feature k-means,log-utility,6831.333333333333,0.9447707239157745
low,5,1,No grouping,ADR,7500.0,0.9333333333333337
low,5,1,CQI k-means,ADR,7500.0,0.9333333333333337
low,5,1,Resource-cost k-means,ADR,7500.0,0.9333333333333337
low,5,1,Multi-feature k-means,ADR,7500.0,0.9333333333333337
low,5,2,No grouping,log-utility,7500.0,0.932
low,5,2,CQI k-means,log-utility,7035.333333333333,0.9399480171844083
low,5,2,Resource-cost k-means,log-utility,7500.0,0.932
low,5,2,Multi-feature k-means,log-utility,6831.333333333333,0.943437390582441
low,5,2,No grouping,ADR,7500.0,0.932
low,5,2,CQI k-means,ADR,7500.0,0.932
low,5,2,Resource-cost k-means,ADR,7500.0,0.932
low,5,2,Multi-feature k-means,ADR,7500.0,0.932
low,5,3,No grouping,log-utility,7500.0,0.9380000000000002
low,5,3,CQI k-means,log-utility,6967.333333333333,0.9471111416504194
low,5,3,Resource-cost k-means,log-utility,7409.333333333333,0.939550832621348
low,5,3,Multi-feature k-means,log-utility,6638.666666666667,0.9527329099028055
low,5,3,No grouping,ADR,7500.0,0.9380000000000002
low,5,3,CQI k-means,ADR,7500.0,0.9380000000000002
low,5,3,Resource-cost k-means,ADR,7500.0,0.9380000000000002
low,5,3,Multi-feature k-means,ADR,7500.0,0.9380000000000002
low,5,4,No grouping,log-utility,7500.0,0.9280000000000002
low,5,4,CQI k-means,log-utility,6978.666666666667,0.9369172875727508
low,5,4,Resource-cost k-means,log-utility,7375.333333333333,0.9301323948543535
low,5,4,Multi-feature k-means,log-utility,6876.666666666667,0.9386619742717673
low,5,4,No grouping,ADR,7500.0,0.9280000000000002
low,5,4,CQI k-means,ADR,7500.0,0.9280000000000002
low,5,4,Resource-cost k-means,ADR,7500.0,0.9280000000000002
low,5,4,Multi-feature k-means,ADR,7500.0,0.9280000000000002
low,5,5,No grouping,log-utility,7500.0,0.9413333333333337
low,5,5,CQI k-means,log-utility,6502.666666666667,0.9583924921681607
low,5,5,Resource-cost k-means,log-utility,7500.0,0.9413333333333337
low,5,5,Multi-feature k-means,log-utility,6808.666666666667,0.9531584320711115
low,5,5,No grouping,ADR,7500.0,0.9413333333333337
low,5,5,CQI k-means,ADR,7500.0,0.9413333333333337
low,5,5,Resource-cost k-means,ADR,7500.0,0.9413333333333337
low,5,5,Multi-feature k-means,ADR,7500.0,0.9413333333333337
low,5,6,No grouping,log-utility,7500.0,0.9380000000000002
low,5,6,CQI k-means,log-utility,6457.333333333333,0.9558345751455011
low,5,6,Resource-cost k-means,log-utility,7432.0,0.939163124466011
low,5,6,Multi-feature k-means,log-utility,6842.666666666667,0.9492435365047726
low,5,6,No grouping,ADR,7500.0,0.9380000000000002
low,5,6,CQI k-means,ADR,7500.0,0.9380000000000002
low,5,6,Resource-cost k-means,ADR,7500.0,0.9380000000000002
low,5,6,Multi-feature k-means,ADR,7500.0,0.9380000000000002
low,5,7,No grouping,log-utility,7500.0,0.9293333333333336
low,5,7,CQI k-means,log-utility,6933.333333333333,0.9390260372167583
low,5,7,Resource-cost k-means,log-utility,7341.333333333333,0.9320472904206923
low,5,7,Multi-feature k-means,log-utility,6763.333333333333,0.9419338483817853
low,5,7,No grouping,ADR,7500.0,0.9293333333333336
low,5,7,CQI k-means,ADR,7500.0,0.9293333333333336
low,5,7,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,5,7,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,5,8,No grouping,log-utility,7500.0,0.9253333333333336
low,5,8,CQI k-means,log-utility,7058.0,0.9328936423624049
low,5,8,Resource-cost k-means,log-utility,7500.0,0.9253333333333336
low,5,8,Multi-feature k-means,log-utility,7092.0,0.9323120801293991
low,5,8,No grouping,ADR,7500.0,0.9253333333333336
low,5,8,CQI k-means,ADR,7500.0,0.9253333333333336
low,5,8,Resource-cost k-means,ADR,7500.0,0.9253333333333336
low,5,8,Multi-feature k-means,ADR,7500.0,0.9253333333333336
low,5,9,No grouping,log-utility,7500.0,0.934666666666667
low,5,9,CQI k-means,log-utility,6990.0,0.943390100161749
low,5,9,Resource-cost k-means,log-utility,7432.0,0.9358297911326775
low,5,9,Multi-feature k-means,log-utility,6876.666666666667,0.945328640938434
low,5,9,No grouping,ADR,7500.0,0.934666666666667
low,5,9,CQI k-means,ADR,7500.0,0.934666666666667
low,5,9,Resource-cost k-means,ADR,7500.0,0.934666666666667
low,5,9,Multi-feature k-means,ADR,7500.0,0.934666666666667
low,5,10,No grouping,log-utility,7500.0,0.9340000000000002
low,5,10,CQI k-means,log-utility,6978.666666666667,0.942917287572751
low,5,10,Resource-cost k-means,log-utility,7500.0,0.9340000000000002
low,5,10,Multi-feature k-means,log-utility,6967.333333333333,0.9431111416504194
low,5,10,No grouping,ADR,7500.0,0.9340000000000002
low,5,10,CQI k-means,ADR,7500.0,0.9340000000000002
low,5,10,Resource-cost k-means,ADR,7500.0,0.9340000000000002
low,5,10,Multi-feature k-means,ADR,7500.0,0.9340000000000002
low,5,11,No grouping,log-utility,7500.0,0.9366666666666666
low,5,11,CQI k-means,log-utility,7046.666666666667,0.9444208297734065
low,5,11,Resource-cost k-means,log-utility,7500.0,0.9366666666666666
low,5,11,Multi-feature k-means,log-utility,6831.333333333333,0.9481040572491078
low,5,11,No grouping,ADR,7500.0,0.9366666666666666
