scenario_id,ue_id,user_index,cqi_t_minus_4,cqi_t_minus_3,cqi_t_minus_2,cqi_t_minus_1,cqi_now_raw,cqi_now,previous_quality,distance_m,speed_mps,direction_to_gnb,x_m,y_m,rsrp_dbm,rsrq_db,wideband_sinr_db,mcs
simu5g_00000410,3,3,14.76,14.76,14.76,14.76,14.76,15,2,151.98810425669672,3.47867511296615,0.7891560041799275,226.65,399.942325038097,,,,
simu5g_00000410,4,4,12.08,12.08,12.08,12.08,12.08,12,2,162.1533849426069,2.20965351951027,0.8176683969720676,226.65,412.587698329616,,,,
simu5g_00000411,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.47121487785506,7.61892731082151,0.05387246770088649,223.35,115.503199672539,,,,
simu5g_00000411,31,1,14.96,14.96,14.96,14.96,14.84,15,3,111.91282556192617,13.565856005339,-0.30305243305922186,173.915454077074,226.65,,,,
simu5g_00000412,0,0,14.84,14.84,14.84,14.84,14.96,15,2,102.1958799241098,8.36459520791367,0.4069691298150273,226.65,321.590568323396,,,,
simu5g_00000412,1,1,14.88,13.6,13.6,13.6,13.6,14,2,109.31812272311,8.11935045919099,0.5203882573971319,226.65,336.887867385805,,,,
simu5g_00000412,2,2,13.0,13.0,12.72,12.76,12.76,13,2,117.14893547684754,7.97721638330382,0.6041786454472581,226.65,350.77888515199,,,,
simu5g_00000412,3,3,14.76,14.76,14.76,14.76,14.76,15,2,151.7098723207803,3.52765043976826,0.7882780346769847,226.65,399.589559994121,,,,
simu5g_00000412,4,4,12.08,12.08,12.08,12.08,12.08,12,2,161.96779633985375,2.27037439802613,0.8172035668873604,226.65,412.360660889814,,,,
simu5g_00000413,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.43353612874473,7.64180477201324,0.044737644159061625,223.35,116.26738014974,,,,
simu5g_00000413,31,1,14.96,14.96,14.96,14.84,14.84,15,3,112.33406694367488,13.6513684918536,-0.3140684912970253,175.280590926259,226.65,,,,
simu5g_00000414,0,0,14.84,14.84,14.84,14.96,14.96,15,2,101.85581133817031,8.42760979233322,0.4000538291219899,226.65,320.747807344162,,,,
simu5g_00000414,1,1,13.6,13.6,13.6,13.6,13.28,13,2,108.89671877022484,8.14051224236246,0.5149265909461089,226.65,336.073816161569,,,,
simu5g_00000414,2,2,13.0,12.72,12.76,12.76,12.76,13,2,116.66758434126872,7.99582954647633,0.5998178722261353,226.65,349.979302197343,,,,
simu5g_00000414,3,3,14.76,14.76,14.76,14.76,14.76,15,2,151.43064833773246,3.54419385380803,0.7873910725311857,226.65,399.23514060874,,,,
simu5g_00000414,4,4,12.08,12.08,12.08,12.08,12.08,12,2,161.77612090312186,2.34619571451515,0.8167215320825036,226.65,412.126041318362,,,,
simu5g_00000415,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.40267526117127,7.68882223479953,0.03553528250142105,223.35,117.03626237322,,,,
simu5g_00000415,31,1,14.96,14.96,14.84,14.84,14.84,15,3,112.7730682820304,13.7377347613419,-0.3250276414465051,176.654364402394,226.65,,,,
simu5g_00000416,0,0,14.84,14.84,14.96,14.96,14.96,15,2,101.51885531404895,8.49743678430294,0.3930113626902827,226.65,319.898063665732,,,,
simu5g_00000416,1,1,13.6,13.6,13.6,13.28,13.28,13,2,108.47881883993722,8.15951228982272,0.509388519560857,226.65,335.257864932586,,,,
simu5g_00000416,2,2,12.72,12.76,12.76,12.76,14.04,14,2,116.18799290629804,8.02519996997638,0.5953866700850394,226.65,349.176782200345,,,,
simu5g_00000416,3,3,14.76,14.76,14.76,14.76,14.48,14,2,151.14696439585606,3.60490888615947,0.7864838714774952,226.65,398.874649720124,,,,
