dispersion,load,seed,method,mean_utility,n_scenarios
mid,heavy,seed_0001,CQI+cost 2-way union (paper method),0.06821462385976658,5
mid,heavy,seed_0001,CQI+cost+switching 3-way union (former headline),0.06821462385976658,5
mid,heavy,seed_0001,CQI+cost+regret-graph 3-way union,0.07911018919203754,5
mid,heavy,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.07911018919203754,5
mid,heavy,seed_0002,CQI k-means,0.07433192257848958,5
mid,heavy,seed_0002,CQI+cost 2-way union (paper method),0.07433192257848958,5
mid,heavy,seed_0002,CQI+cost+switching 3-way union (former headline),0.07433192257848958,5
mid,heavy,seed_0002,CQI+cost+regret-graph 3-way union,0.07507870656574109,5
mid,heavy,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.07507870656574109,5
mid,heavy,seed_0003,CQI k-means,-0.026414861408761908,5
mid,heavy,seed_0003,CQI+cost 2-way union (paper method),0.023585138591238085,5
mid,heavy,seed_0003,CQI+cost+switching 3-way union (former headline),0.023585138591238085,5
mid,heavy,seed_0003,CQI+cost+regret-graph 3-way union,0.05358513859123808,5
mid,heavy,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.05358513859123808,5
mid,heavy,seed_0004,CQI k-means,0.1289614078470181,5
mid,heavy,seed_0004,CQI+cost 2-way union (paper method),0.1289614078470181,5
mid,heavy,seed_0004,CQI+cost+switching 3-way union (former headline),0.1289614078470181,5
mid,heavy,seed_0004,CQI+cost+regret-graph 3-way union,0.1289614078470181,5
mid,heavy,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1289614078470181,5
mid,heavy,seed_0005,CQI k-means,0.10388557854343121,5
mid,heavy,seed_0005,CQI+cost 2-way union (paper method),0.10388557854343121,5
mid,heavy,seed_0005,CQI+cost+switching 3-way union (former headline),0.10388557854343121,5
mid,heavy,seed_0005,CQI+cost+regret-graph 3-way union,0.10388557854343121,5
mid,heavy,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.10388557854343121,5
mid,heavy,seed_0006,CQI k-means,0.0940343598884507,5
mid,heavy,seed_0006,CQI+cost 2-way union (paper method),0.09940775188207646,5
mid,heavy,seed_0006,CQI+cost+switching 3-way union (former headline),0.09940775188207646,5
mid,heavy,seed_0006,CQI+cost+regret-graph 3-way union,0.10537914651793426,5
mid,heavy,seed_0006,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.10537914651793426,5
mid,heavy,seed_0007,CQI k-means,0.11284123186614084,5
mid,heavy,seed_0007,CQI+cost 2-way union (paper method),0.11284123186614084,5
mid,heavy,seed_0007,CQI+cost+switching 3-way union (former headline),0.11284123186614084,5
mid,heavy,seed_0007,CQI+cost+regret-graph 3-way union,0.11284123186614084,5
mid,heavy,seed_0007,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.11284123186614084,5
mid,heavy,seed_0008,CQI k-means,0.11284123186614084,5
mid,heavy,seed_0008,CQI+cost 2-way union (paper method),0.11284123186614084,5
mid,heavy,seed_0008,CQI+cost+switching 3-way union (former headline),0.11284123186614084,5
mid,heavy,seed_0008,CQI+cost+regret-graph 3-way union,0.1323948878310825,5
mid,heavy,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1323948878310825,5
mid,heavy,seed_0009,CQI k-means,0.07701861857530246,5
mid,heavy,seed_0009,CQI+cost 2-way union (paper method),0.08015453586932794,5
