timestamp_s,ue_node_id,gnb_node_id,band_index,cqi,tbs_bits_per_slot,total_bands
1.196,2049,1,1,15,1160,6
1.196,2049,1,2,15,1160,6
1.196,2049,1,3,15,1160,6
1.196,2049,1,4,15,1160,6
1.196,2049,1,5,15,1160,6
1.202,2049,1,0,15,1160,6
1.202,2049,1,1,15,1160,6
1.202,2049,1,2,15,1160,6
1.202,2049,1,3,15,1160,6
1.202,2049,1,4,15,1160,6
1.202,2049,1,5,15,1160,6
1.208,2049,1,0,15,1160,6
1.208,2049,1,1,15,1160,6
1.208,2049,1,2,15,1160,6
1.208,2049,1,3,15,1160,6
1.208,2049,1,4,15,1160,6
1.208,2049,1,5,15,1160,6
1.214,2049,1,0,15,1160,6
1.214,2049,1,1,15,1160,6
1.214,2049,1,2,15,1160,6
1.214,2049,1,3,15,1160,6
1.214,2049,1,4,15,1160,6
1.214,2049,1,5,15,1160,6
1.22,2049,1,0,15,1160,6
1.22,2049,1,1,15,1160,6
1.22,2049,1,2,15,1160,6
1.22,2049,1,3,15,1160,6
1.22,2049,1,4,15,1160,6
1.22,2049,1,5,15,1160,6
1.226,2049,1,0,15,1160,6
1.226,2049,1,1,15,1160,6
1.226,2049,1,2,15,1160,6
1.226,2049,1,3,15,1160,6
1.226,2049,1,4,15,1160,6
1.226,2049,1,5,15,1160,6
1.232,2049,1,0,15,1160,6
1.232,2049,1,1,15,1160,6
1.232,2049,1,2,15,1160,6
1.232,2049,1,3,15,1160,6
1.232,2049,1,4,15,1160,6
1.232,2049,1,5,15,1160,6
1.238,2049,1,0,15,1160,6
1.238,2049,1,1,15,1160,6
1.238,2049,1,2,15,1160,6
1.238,2049,1,3,15,1160,6
1.238,2049,1,4,15,1160,6
1.238,2049,1,5,15,1160,6
1.244,2049,1,0,15,1160,6
1.244,2049,1,1,15,1160,6
1.244,2049,1,2,15,1160,6
1.244,2049,1,3,15,1160,6
1.244,2049,1,4,15,1160,6
1.244,2049,1,5,15,1160,6
1.25,2049,1,0,15,1160,6
1.25,2049,1,1,15,1160,6
1.25,2049,1,2,15,1160,6
1.25,2049,1,3,15,1160,6
1.25,2049,1,4,15,1160,6
1.25,2049,1,5,15,1160,6
1.256,2049,1,0,15,1160,6
1.256,2049,1,1,15,1160,6
1.256,2049,1,2,15,1160,6
1.256,2049,1,3,15,1160,6
1.256,2049,1,4,15,1160,6
1.256,2049,1,5,15,1160,6
1.262,2049,1,0,15,1160,6
1.262,2049,1,1,15,1160,6
1.262,2049,1,2,15,1160,6
1.262,2049,1,3,15,1160,6
1.262,2049,1,4,15,1160,6
1.262,2049,1,5,15,1160,6
1.268,2049,1,0,15,1160,6
1.268,2049,1,1,15,1160,6
1.268,2049,1,2,15,1160,6
1.268,2049,1,3,15,1160,6
1.268,2049,1,4,15,1160,6
1.268,2049,1,5,15,1160,6
1.274,2049,1,0,15,1160,6
1.274,2049,1,1,15,1160,6
1.274,2049,1,2,15,1160,6
1.274,2049,1,3,15,1160,6
1.274,2049,1,4,15,1160,6
1.274,2049,1,5,15,1160,6
1.28,2049,1,0,15,1160,6
1.28,2049,1,1,15,1160,6
1.28,2049,1,2,15,1160,6
1.28,2049,1,3,15,1160,6
1.28,2049,1,4,15,1160,6
1.28,2049,1,5,15,1160,6
1.286,2049,1,0,15,1160,6
1.286,2049,1,1,15,1160,6
1.286,2049,1,2,15,1160,6
1.286,2049,1,3,15,1160,6
1.286,2049,1,4,15,1160,6
1.286,2049,1,5,15,1160,6
1.292,2049,1,0,15,1160,6
